gs_name	DE
GO_CHEMOATTRACTANT_ACTIVITY	mif
GO_RESPONSE_TO_OXYGEN_CONTAINING_COMPOUND	nr4a1;glulb;creb1b;cdk19;hnrnpd;pim3;prdx2;txnipa;slc5a5;trib3;rpl23;nucks1a;rbp4;psmd14;nr1d1;cd40;cbx8b;rdh12;prkcq;mif;pih1d1;mt2;mmp2;per1a;klf11b;stat5a;npas4a;cyc1;nme2b.1;ctsla;rbbp4;TXN;jagn1a;ucp2;neurod1;adh5;cnr1;slc22a6l;aprt;klf9;avp;agtr2;gata4
GO_CORE_PROMOTER_BINDING	pih1d1
GO_VASCULAR_SMOOTH_MUSCLE_CELL_DIFFERENTIATION	nfatc3a;nfatc2a
GO_POSITIVE_REGULATION_OF_VIRAL_LIFE_CYCLE	nucks1a
GO_RESPONSE_TO_ARSENIC_CONTAINING_SUBSTANCE	daxx
GO_CILIARY_BASE	wdr60
GO_POSITIVE_REGULATION_OF_PHAGOCYTOSIS	lyar
GO_ESTABLISHMENT_OF_CELL_POLARITY	dynlt1
GO_AXIS_SPECIFICATION	MDFI;tbx6
GO_REGULATION_OF_MACROPHAGE_ACTIVATION	mif
GO_STEROID_HORMONE_RECEPTOR_BINDING	nr4a1;daxx;stat5a
GO_REGULATION_OF_ACTIN_CYTOSKELETON_REORGANIZATION	gmfb;hcls1
GO_SISTER_CHROMATID_SEGREGATION	smc1a;ppp2r1bb;smc1al;psmg2
GO_ALPHA_BETA_T_CELL_ACTIVATION	prkcq;irf1b
GO_CYTOPLASMIC_PATTERN_RECOGNITION_RECEPTOR_SIGNALING_PATHWAY	uba52
GO_VOLTAGE_GATED_ION_CHANNEL_ACTIVITY	kcnk6;cnr1
GO_PROTEIN_DOMAIN_SPECIFIC_BINDING	adam19b;tuba1a;banf1;cd40;enah;lamp2;mecp2;ptpn12;bmi1a;hcls1;clec3ba;vrk2;xpa
GO_NURF_COMPLEX	rbbp4
GO_CALCIUM_ION_REGULATED_EXOCYTOSIS	cplx2;cdk5r2a;cnr1
GO_REGULATION_OF_ACTOMYOSIN_STRUCTURE_ORGANIZATION	alms1
GO_DYNEIN_HEAVY_CHAIN_BINDING	wdr60
GO_POSITIVE_REGULATION_OF_PEPTIDYL_LYSINE_ACETYLATION	pih1d1
GO_STEROL_BINDING	apof
GO_GATED_CHANNEL_ACTIVITY	gabra4;kcnk6;cnr1;gabra6b
GO_REGULATION_OF_TRANSCRIPTION_REGULATORY_REGION_DNA_BINDING	neurod1
GO_POSITIVE_REGULATION_OF_EPITHELIAL_CELL_APOPTOTIC_PROCESS	cd40
GO_CEREBELLAR_CORTEX_DEVELOPMENT	agtr2
GO_EXONUCLEASE_ACTIVITY	rad50
GO_CARDIAC_VENTRICLE_DEVELOPMENT	fkbp1aa;xirp2a;fkbp1ab;gata4
GO_HORMONE_RECEPTOR_BINDING	nr4a1;gnas;daxx;stat5a
GO_PROTEIN_MODIFICATION_BY_SMALL_PROTEIN_CONJUGATION	fkbp1aa;rps7;rps2;trib3;hist2h2l;siah2l;rpl11;rpl23;uba52;psmd14;cbx8b;rnf7;sharpin;daxx;ube2kb;rbbp6;si:ch211-113e8.10;bmi1a;zgc:114046;psmb10;fkbp1ab;asb13b
GO_CELLULAR_GLUCOSE_HOMEOSTASIS	pim3;nucks1a;nr1d1;pih1d1;nme2b.1;jagn1a;ucp2;neurod1;gata4
GO_N_ACETYLTRANSFERASE_ACTIVITY	rsf1b.1
GO_NEGATIVE_REGULATION_OF_MUSCLE_TISSUE_DEVELOPMENT	rbp4
GO_CELLULAR_RESPONSE_TO_STARVATION	glulb;rrp8;higd1a;lamp2;ctsla;ucp2;pkz
GO_NLRP3_INFLAMMASOME_COMPLEX_ASSEMBLY	pkz
GO_VOLTAGE_GATED_POTASSIUM_CHANNEL_ACTIVITY	kcnk6
GO_POSITIVE_REGULATION_OF_TUMOR_NECROSIS_FACTOR_SUPERFAMILY_CYTOKINE_PRODUCTION	ddt;mif
GO_LYMPHOCYTE_MEDIATED_IMMUNITY	cd40;stat5a;tfr1a
GO_MIDBRAIN_DEVELOPMENT	ndufs3
GO_RETINA_DEVELOPMENT_IN_CAMERA_TYPE_EYE	rbp4;mdm1;neurod1
GO_REGULATION_OF_PENILE_ERECTION	cnr1
GO_LIGAND_GATED_CATION_CHANNEL_ACTIVITY	kcnk6
GO_NEGATIVE_REGULATION_OF_CELL_MATURATION	tbx6
GO_POSITIVE_REGULATION_OF_ION_TRANSPORT	mif;avp
GO_FORMATION_OF_PRIMARY_GERM_LAYER	mmp2;snai1b;tbx6
GO_PEPTIDYL_AMINO_ACID_MODIFICATION	fkbp1aa;ppp2r1bb;kdm4aa;rsf1b.1;ppig;cd40;ttll10;prkcq;mif;pole4;ube2kb;tet2;pih1d1;mecp2;zgc:56064;per1a;spred1;tet3;ddost;TXN;hcls1;nktr;fkbp5;vrk2;adh5;ttll3;fkbp1ab;pkz;avp
GO_NEGATIVE_REGULATION_OF_GLIOGENESIS	kdm4aa
GO_MITOCHONDRIAL_TRANSCRIPTION	MTERF4
GO_MACROMOLECULE_DEACYLATION	per1a;spred1
GO_POSITIVE_REGULATION_OF_TRANSCRIPTION_FROM_RNA_POLYMERASE_II_PROMOTER_IN_RESPONSE_TO_STRESS	mt2
GO_REGULATION_OF_CELLULAR_PROTEIN_CATABOLIC_PROCESS	rps7;trib3;rpl11;rpl23;psmd14;ube2kb;nkd2a
GO_RESPONSE_TO_INTERFERON_BETA	ube2kb;irf1b
GO_MITOCHONDRIAL_FRAGMENTATION_INVOLVED_IN_APOPTOTIC_PROCESS	mff
GO_NOTCH_SIGNALING_PATHWAY	spen;cbfa2t2;dlb;rps19;snai1b
GO_CHAPERONE_BINDING	hspe1
GO_NEGATIVE_REGULATION_OF_IMMUNE_EFFECTOR_PROCESS	rps19;cd59
GO_POSITIVE_REGULATION_OF_RESPONSE_TO_DNA_DAMAGE_STIMULUS	h2afx;cbx8b;spred1
GO_NEGATIVE_REGULATION_OF_ION_TRANSPORT	cnr1;agtr2
GO_CARDIAC_CHAMBER_DEVELOPMENT	fkbp1aa;rbp4;xirp2a;fkbp1ab;gata4
GO_MICROVILLUS	ctsla
GO_MUSCLE_CELL_DEVELOPMENT	tnnt1;nfatc2a;agtr2;gata4
GO_REGULATION_OF_ANATOMICAL_STRUCTURE_MORPHOGENESIS	glulb;ifrd1;thbs2a;psmd14;cd40;gbp1;mt2;mecp2;spred1;chn1;mff;cfdp1;ntd5;gpc4;nfatc2a;psmb10;angptl4;sema6d;agtr2;gata4
GO_NUCLEAR_DNA_REPLICATION	pole4
GO_GLUTAMATE_SECRETION	avp
GO_NEURON_PROJECTION_EXTENSION	ifrd1;mt2;sema6d
GO_REGULATION_OF_COLLAGEN_BIOSYNTHETIC_PROCESS	cbx8b
GO_POSTTRANSCRIPTIONAL_REGULATION_OF_GENE_EXPRESSION	upf3a;hnrnpd;uba52;psmd14;anp32a;eif5a;per1a;dio2;rpl10;psmb10;pkz
GO_NEGATIVE_REGULATION_OF_CHROMOSOME_SEGREGATION	psmg2
GO_NEURAL_TUBE_DEVELOPMENT	atp6ap2;rps7;rpgrip1l
GO_SENSORY_PERCEPTION	ccdc50;rbp4;rdh12;rpgrb;mecp2;ndufb9;cnr1
GO_REGULATION_OF_TRANSCRIPTION_FROM_RNA_POLYMERASE_II_PROMOTER_IN_RESPONSE_TO_OXIDATIVE_STRESS	mt2
GO_CELL_CORTEX_PART	si:ch211-106h4.9;pvalb7;gmfb
GO_REGULATION_OF_PROTEIN_TARGETING_TO_MITOCHONDRION	siah2l
GO_RESPONSE_TO_RETINOIC_ACID	creb1b;rbp4
GO_S_ADENOSYLMETHIONINE_DEPENDENT_METHYLTRANSFERASE_ACTIVITY	rrp8;trmt112;dimt1l
GO_SMAD_BINDING	fkbp1aa;zc3h3;fkbp1ab;gata4
GO_PHOTORECEPTOR_INNER_SEGMENT	rdh12
GO_INCLUSION_BODY	prkcq;mt2
GO_PROTEIN_POLYUBIQUITINATION	siah2l;uba52;psmd14;sharpin;ube2kb;rbbp6;si:ch211-113e8.10;psmb10
GO_CARDIAC_MUSCLE_CELL_CONTRACTION	gata4
GO_NEGATIVE_REGULATION_OF_LEUKOCYTE_APOPTOTIC_PROCESS	tsc22d3;prkcq;mif;hcls1
GO_TUBE_CLOSURE	rps7
GO_EMBRYONIC_ORGAN_MORPHOGENESIS	rbp4;gnas;neurod1;wdr60;MDFI;gata4
GO_GLUCOSE_BINDING	ugp2a
GO_GLYCEROPHOSPHOLIPID_METABOLIC_PROCESS	pgp;mecp2;pigw
GO_PROTEIN_POLYMERIZATION	mid1ip1b;ube2kb;mecp2;gas7a;gmfb;hcls1
GO_TYPE_I_INTERFERON_PRODUCTION	irf1b
GO_SODIUM_ION_TRANSPORT	fxyd1;slc5a5;per1a;slc13a5b;slc13a5a
GO_LYMPHOCYTE_ACTIVATION_INVOLVED_IN_IMMUNE_RESPONSE	cd40;tfr1a
GO_NEUROPILIN_BINDING	sema6d
GO_RNA_HELICASE_ACTIVITY	eif4a1a;dhx16
GO_SITE_OF_DNA_DAMAGE	h2afx;rad50;wdr76
GO_NEURAL_NUCLEUS_DEVELOPMENT	ndufs3;cdk5r2a
GO_TERMINATION_OF_RNA_POLYMERASE_II_TRANSCRIPTION	snrpb
GO_MAGNESIUM_ION_BINDING	glulb;pgp;nme2b.1
GO_MYELOID_LEUKOCYTE_CYTOKINE_PRODUCTION	mif
GO_POSITIVE_REGULATION_OF_SYNAPTIC_TRANSMISSION	glulb;creb1b;mecp2;cnr1
GO_TRANSCRIPTION_COUPLED_NUCLEOTIDE_EXCISION_REPAIR	uba52;xpa
GO_GERM_CELL_NUCLEUS	h2afx
GO_PHOTORECEPTOR_OUTER_SEGMENT	rpgrb;lyar
GO_NEGATIVE_REGULATION_OF_NOREPINEPHRINE_SECRETION	agtr2
GO_CELL_DEATH_IN_RESPONSE_TO_OXIDATIVE_STRESS	TXN
GO_EMBRYONIC_HEART_TUBE_DEVELOPMENT	gata4
GO_POSITIVE_REGULATION_OF_ANIMAL_ORGAN_MORPHOGENESIS	agtr2
GO_CELL_PROJECTION_ASSEMBLY	ppp2r1bb;tuba1a;cluap1;rpgrb;rpgrip1l;alms1;wdr60;ttll3;b9d2;pmp22b
GO_CAMERA_TYPE_EYE_DEVELOPMENT	rbp4;mdm1;rpgrip1l;neurod1;MTERF4
GO_HEART_VALVE_DEVELOPMENT	snai1b;gata4
GO_POSITIVE_REGULATION_OF_METANEPHROS_DEVELOPMENT	agtr2
GO_RIBOSOME_BINDING	eif5a
GO_REGULATION_OF_CELL_MORPHOGENESIS	ifrd1;gbp1;mt2;chn1;cfdp1;sema6d
GO_ACTIN_FILAMENT_BINDING	gas7a;xirp2a;dub;nexn
GO_POSITIVE_REGULATION_OF_NEURON_PROJECTION_DEVELOPMENT	nme2b.1;cbfa2t2;cnr1
GO_ION_CHANNEL_BINDING	fkbp1aa;fkbp1ab
GO_NEGATIVE_REGULATION_OF_PROTEIN_KINASE_B_SIGNALING	trib3
GO_EXOCYTOSIS	atp6ap2;psmd14;cplx2;mif;lamp2;dynlt1;tmed10;fuca2;cdk5r2a;ddost;ntd5;gmfb;jagn1a;clec3ba;nkd2a;cnr1;aprt;cd59;CABZ01079192.1;tbc1d10c
GO_NEGATIVE_REGULATION_OF_PROTEIN_COMPLEX_DISASSEMBLY	mid1ip1b
GO_RESPONSE_TO_ORGANIC_CYCLIC_COMPOUND	nr4a1;hnrnpd;txnipa;slc5a5;nr1d1;cd40;pdcd7;daxx;tet2;per1a;stat5a;npas4a;nme2b.1;ctsla;si:dkey-54n8.2;cnr1;slc22a6l;klf9;avp;agtr2
GO_PROTEIN_ACYLATION	glulb;rsf1b.1;pole4;pih1d1;mecp2;per1a
GO_NEGATIVE_REGULATION_OF_RNA_CATABOLIC_PROCESS	hnrnpd
GO_CLATHRIN_COATED_VESICLE_MEMBRANE	tfr1a;avp
GO_REGULATION_OF_LEUKOCYTE_DIFFERENTIATION	creb1b;prdx2;acin1b;gnas;stat5a;nme2b.1;irf1b;hcls1;nfatc2a;fstl3
GO_NEGATIVE_REGULATION_OF_CYSTEINE_TYPE_ENDOPEPTIDASE_ACTIVITY_INVOLVED_IN_APOPTOTIC_SIGNALING_PATHWAY	pih1d1
GO_ACTIN_NUCLEATION	gmfb
GO_RESPONSE_TO_CYTOKINE	creb1b;rpl3;otud4;tuba1c;srm;rps16;uba52;psmd14;ccl25b;cd40;gbp1;mif;sharpin;ube2kb;mt2;mmp2;twistnb;rplp0;ptpn12;stat5a;ddost;slc25a5;irf1b;jagn1a;hcls1;vrk2;selplg;calcoco2;psmb10;tfr1a;pkz;cmklr1
GO_KERATINOCYTE_PROLIFERATION	klf9
GO_NEURAL_CREST_CELL_DIFFERENTIATION	sema6d
GO_ACTIN_FILAMENT_BASED_MOVEMENT	tnnt1;gata4
GO_NUCLEOTIDE_SALVAGE	uck1;aprt
GO_REGULATION_OF_TORC1_SIGNALING	pih1d1
GO_VOLTAGE_GATED_CALCIUM_CHANNEL_ACTIVITY_INVOLVED_IN_REGULATION_OF_PRESYNAPTIC_CYTOSOLIC_CALCIUM_LEVELS	cnr1
GO_POSITIVE_REGULATION_OF_PROTEIN_LOCALIZATION_TO_NUCLEUS	cct5;hcls1
GO_CORE_PROMOTER_SEQUENCE_SPECIFIC_DNA_BINDING	pih1d1
GO_PLACENTA_DEVELOPMENT	adam19b;ctsla;MDFI;snai1b
GO_TRNA_METHYLATION	trmt112
GO_REGULATION_OF_INTRACELLULAR_TRANSPORT	siah2l;zc3h3;oaz1a;cplx2;rbm27;mff;TXN;hcls1;cnr1;agtr2
GO_AZUROPHIL_GRANULE_MEMBRANE	lamp2;ddost
GO_RETINA_HOMEOSTASIS	mdm1;rdh12
GO_REGULATION_OF_PRODUCTION_OF_MOLECULAR_MEDIATOR_OF_IMMUNE_RESPONSE	rbp4;cd40;mif;tfr1a
GO_CYTOSKELETON_DEPENDENT_INTRACELLULAR_TRANSPORT	tuba1c;tuba1a;cluap1;rpgrb;wdr60
GO_NUCLEAR_INNER_MEMBRANE	unc50
GO_RESPONSE_TO_NITROGEN_COMPOUND	nr4a1;creb1b;hnrnpd;slc5a5;trib3;rpl23;nucks1a;cd40;rrm2b;prkcq;daxx;mt2;mgst3a;mmp2;tmed10;per1a;klf11b;stat5a;cyc1;nme2b.1;rbbp4;ucp2;cnr1;slc22a6l;aprt;agtr2
GO_TRANS_SYNAPTIC_SIGNALING_BY_LIPID	cnr1
GO_FEMALE_SEX_DIFFERENTIATION	rbp4;stat5a
GO_ENDOCRINE_SYSTEM_DEVELOPMENT	creb1b;neurod1;fstl3
GO_SIGNAL_TRANSDUCTION_IN_RESPONSE_TO_DNA_DAMAGE	mif;spred1;snai1b
GO_TRANSPORT_OF_VIRUS	uba52;vps37c;dynlt1
GO_CYTOKINE_PRODUCTION_INVOLVED_IN_IMMUNE_RESPONSE	mif
GO_ENTRY_INTO_OTHER_ORGANISM_INVOLVED_IN_SYMBIOTIC_INTERACTION	dynlt1;fuca2;slc1a5;selplg;tfr1a
GO_CELLULAR_COMPONENT_MORPHOGENESIS	creb1b;ifrd1;tnnt1;enah;gbp1;prkcq;mt2;gas7a;chn1;mff;cfdp1;TXN;psmb10;sema6d;txn;nexn;pmp22b
GO_MODIFICATION_BY_SYMBIONT_OF_HOST_MORPHOLOGY_OR_PHYSIOLOGY	slc25a5;pkz
GO_MITOTIC_CELL_CYCLE_CHECKPOINT	psmg2
GO_BILE_ACID_METABOLIC_PROCESS	nr1d1
GO_FAT_CELL_DIFFERENTIATION	nr4a1;creb1b;trib3;nr1d1;cmklr1
GO_RRNA_METHYLATION	trmt112;MTERF4;dimt1l
GO_POSITIVE_REGULATION_OF_PHOSPHATASE_ACTIVITY	agtr2
GO_MYOTUBE_CELL_DEVELOPMENT	nfatc2a
GO_MICROTUBULE_NUCLEATION	mecp2
GO_REGULATION_OF_CELLULAR_CARBOHYDRATE_METABOLIC_PROCESS	pgp
GO_MODIFICATION_DEPENDENT_MACROMOLECULE_CATABOLIC_PROCESS	rps7;trib3;siah2l;rpl11;rpl23;uba52;psmd14;vps37c;rnf7;sharpin;ube2kb;rbbp6;usp43a;nkd2a;psmb10;ubap1la
GO_INTRAMOLECULAR_TRANSFERASE_ACTIVITY	pusl1
GO_ENDOSOME_TRANSPORT_VIA_MULTIVESICULAR_BODY_SORTING_PATHWAY	vps37c
GO_CELLULAR_RESPONSE_TO_OXYGEN_CONTAINING_COMPOUND	nr4a1;creb1b;cdk19;hnrnpd;pim3;prdx2;slc5a5;trib3;rpl23;nucks1a;nr1d1;cd40;cbx8b;rdh12;prkcq;mif;pih1d1;mt2;mmp2;klf11b;stat5a;npas4a;nme2b.1;TXN;jagn1a;ucp2;neurod1;aprt;klf9;agtr2;gata4
GO_STEROL_HOMEOSTASIS	nr1d1;mttp;lipg
GO_REGULATION_OF_RESPONSE_TO_OXIDATIVE_STRESS	TXN
GO_RESPONSE_TO_COCAINE	cnr1
GO_EMBRYONIC_PATTERN_SPECIFICATION	tbx6
GO_CARDIAC_MUSCLE_TISSUE_MORPHOGENESIS	fkbp1aa;xirp2a;fkbp1ab
GO_REGULATION_OF_CYTOKINE_PRODUCTION_INVOLVED_IN_IMMUNE_RESPONSE	mif
GO_REGULATION_OF_CELLULAR_LOCALIZATION	fkbp1aa;pim3;cct5;siah2l;zc3h3;oaz1a;nr1d1;cplx2;gbp1;rbm27;mff;ppp2r5a;gpc4;TXN;jagn1a;hcls1;ucp2;nkd2a;cnr1;fkbp1ab;agtr2
GO_POSITIVE_REGULATION_OF_OSSIFICATION	gnas
GO_ROOF_OF_MOUTH_DEVELOPMENT	snai1b
GO_SPINDLE	smc1a;smc1al;dynlt1;zgc:56064;alms1;dido1;slc25a5;wdr60
GO_STEM_CELL_DIFFERENTIATION	psmd14;psmb10;pkz;sema6d;gata4
GO_GLUCOSIDASE_ACTIVITY	CABZ01079192.1
GO_PROTEIN_HETERODIMERIZATION_ACTIVITY	nr4a1;h2afx;smc1a;ppp2r1bb;hist2h2l;rbp4;smc1al;pvalb7;mef2d;pole4;daxx;zgc:56064;npas4a;neurod1;trmt112;zgc:114046;mttp
GO_REGULATION_OF_RESPONSE_TO_EXTRACELLULAR_STIMULUS	mt2
GO_NEURON_MIGRATION	cdk5r2a
GO_MULTIVESICULAR_BODY_ORGANIZATION	vps37c
GO_SENSORY_ORGAN_MORPHOGENESIS	rbp4
GO_POTASSIUM_CHANNEL_ACTIVITY	kcnk6
GO_TELOMERE_CAP_COMPLEX	ten1
GO_REGULATION_OF_SODIUM_ION_TRANSMEMBRANE_TRANSPORT	fxyd1
GO_REGULATION_OF_NEURON_DIFFERENTIATION	ifrd1;kdm4aa;mt2;chn1;itm2cb;nme2b.1;cbfa2t2;neurod1;cnr1;sema6d;tbx6;pmp22b
GO_POSITIVE_REGULATION_OF_CELL_PROJECTION_ORGANIZATION	nme2b.1;cbfa2t2;cnr1
GO_REGULATION_OF_MAST_CELL_ACTIVATION	cnr1
GO_REGULATION_OF_DEVELOPMENTAL_GROWTH	creb1b;ifrd1;rbp4;mt2;stat5a;sema6d
GO_POSITIVE_REGULATION_OF_VASCULAR_SMOOTH_MUSCLE_CELL_PROLIFERATION	mef2d;mmp2
GO_NEGATIVE_REGULATION_OF_EPITHELIAL_CELL_APOPTOTIC_PROCESS	neurod1;angptl4
GO_NUCLEOBASE_CONTAINING_COMPOUND_TRANSPORT	upf3a;rps15;zc3h3;eif5a;rbm27;slc25a5
GO_POSITIVE_REGULATION_OF_T_CELL_PROLIFERATION	prkcq;stat5a;tfr1a
GO_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY	znf385b;rps7;ndufs3;trib3;rrp8;rpl11;rrm2b;mif;ube2kb;hint1;xpa;snai1b
GO_PLATELET_ACTIVATION	cd40;gnas;prkcq
GO_POSITIVE_REGULATION_OF_DEVELOPMENTAL_GROWTH	creb1b;stat5a
GO_MYELOID_CELL_DEVELOPMENT	lyar
GO_VASCULOGENESIS	spred1
GO_REGULATION_OF_OSSIFICATION	gnas;phospho1
GO_NEUROTRANSMITTER_TRANSPORT	glulb;cplx2;SLC6A13;cnr1;slc6a7
GO_SCF_UBIQUITIN_LIGASE_COMPLEX	rnf7
GO_B_CELL_PROLIFERATION	cd40;mif;nfatc2a;tfr1a
GO_CATION_CHANNEL_COMPLEX	fkbp1aa;kcnk6;fkbp1ab
GO_PHAGOCYTIC_VESICLE	lamp2
GO_CELL_FATE_COMMITMENT	ifrd1;neurod1;tbx6
GO_POSITIVE_REGULATION_OF_ENDOTHELIAL_CELL_APOPTOTIC_PROCESS	cd40
GO_SITE_OF_DOUBLE_STRAND_BREAK	h2afx;rad50
GO_MITOCHONDRIAL_FUSION	mff
GO_CELLULAR_PROTEIN_CATABOLIC_PROCESS	rps7;trib3;siah2l;rpl11;rpl23;uba52;psmd14;vps37c;nr1d1;rnf7;sharpin;ube2kb;rbbp6;lamp2;usp43a;ctsla;nkd2a;psmb10;ubap1la
GO_WATER_HOMEOSTASIS	avp
GO_POTASSIUM_ION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	slc12a7b;slc12a9;kcnk6
GO_RRNA_MODIFICATION	trmt112;MTERF4;dimt1l
GO_PLASMA_MEMBRANE_RECEPTOR_COMPLEX	cd40;tfr1a
GO_UBIQUITIN_UBIQUITIN_LIGASE_ACTIVITY	ube2kb
GO_UBIQUITIN_BINDING	sharpin;ubap1la
GO_REGULATION_OF_CELL_PROJECTION_ORGANIZATION	ifrd1;mt2;chn1;itm2cb;nme2b.1;cbfa2t2;cnr1;sema6d;tbx6;pmp22b
GO_INTERLEUKIN_12_PRODUCTION	cd40;irf1b;cmklr1
GO_AMINOGLYCAN_CATABOLIC_PROCESS	gpc4
GO_PROTEIN_MONOUBIQUITINATION	bmi1a
GO_PARENTAL_BEHAVIOR	avp
GO_LEUKOCYTE_CELL_CELL_ADHESION	prdx2;ccl25b;prkcq;stat5a;irf1b;selplg;tfr1a
GO_NEUROTRANSMITTER_RECEPTOR_ACTIVITY	gabra4;gabra6b
GO_REGULATION_OF_SYSTEM_PROCESS	fxyd1;tnnt1;gnas;mecp2;neurod1;kcnk6;avp;agtr2;gata4
GO_PEPTIDYL_THREONINE_MODIFICATION	ube2kb;spred1;vrk2
GO_REGULATION_OF_EMBRYONIC_DEVELOPMENT	rbm19;snai1b
GO_RUFFLE_MEMBRANE	nme2b.1
GO_PERIKARYON	glulb;rbfox3a;ctsla
GO_REGULATION_OF_DNA_REPAIR	h2afx;cbx8b
GO_REGULATION_OF_FAT_CELL_DIFFERENTIATION	creb1b;trib3;nr1d1;cmklr1
GO_REGULATION_OF_PROTEIN_DEPOLYMERIZATION	mid1ip1b
GO_MAINTENANCE_OF_PROTEIN_LOCATION	TXN;MDFI
GO_NEGATIVE_REGULATION_OF_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY	rpgrip1l
GO_NEGATIVE_REGULATION_OF_CELL_SUBSTRATE_ADHESION	gbp1
GO_PHOSPHATASE_ACTIVITY	ppp2r1bb;pgp;zgc:56064;ptpn12;ppp2r5a;dusp2;phospho1
GO_REGULATION_OF_CALCIUM_MEDIATED_SIGNALING	fkbp1aa;gbp1;hint1;fkbp1ab;cmklr1;tbc1d10c
GO_NON_RECOMBINATIONAL_REPAIR	h2afx;psmd14;rad50
GO_CELLULAR_RESPONSE_TO_CADMIUM_ION	daxx;mt2
GO_POSITIVE_REGULATION_OF_ERYTHROCYTE_DIFFERENTIATION	stat5a
GO_REGULATION_OF_SYNAPTIC_VESICLE_TRANSPORT	cplx2;cnr1
GO_RESPONSE_TO_COLD	ucp2
GO_DIGESTIVE_TRACT_MORPHOGENESIS	gata4
GO_HORMONE_MEDIATED_SIGNALING_PATHWAY	nr4a1;nr1d1;daxx;per1a
GO_REGULATION_OF_MUSCLE_ADAPTATION	tnnt1
GO_RIBONUCLEASE_ACTIVITY	rnaseka
GO_MESONEPHRIC_TUBULE_MORPHOGENESIS	agtr2
GO_RESPONSE_TO_PEPTIDE_HORMONE	nr4a1;creb1b;trib3;nucks1a;prkcq;stat5a;cyc1;rbbp4;ucp2;aprt;agtr2
GO_NEGATIVE_REGULATION_OF_BLOOD_VESSEL_ENDOTHELIAL_CELL_MIGRATION	mecp2;spred1;agtr2
GO_PHOSPHOPROTEIN_BINDING	pih1d1
GO_NEGATIVE_REGULATION_OF_CYTOKINE_SECRETION	gbp1
GO_ESTABLISHMENT_OF_RNA_LOCALIZATION	upf3a;rps15;zc3h3;eif5a;rbm27
GO_PHOSPHORIC_ESTER_HYDROLASE_ACTIVITY	plch1;ppp2r1bb;pgp;zgc:56064;ptpn12;ppp2r5a;dusp2;phospho1
GO_ENDOTHELIAL_CELL_DEVELOPMENT	vezf1b
GO_SYNAPTIC_VESICLE_CYCLE	cplx2;cnr1
GO_REGULATION_OF_WOUND_HEALING	prdx2;prkcq;ntd5
GO_PROTEIN_K48_LINKED_UBIQUITINATION	ube2kb
GO_CULLIN_RING_UBIQUITIN_LIGASE_COMPLEX	rnf7
GO_PLATELET_AGGREGATION	gnas;prkcq
GO_AORTIC_VALVE_DEVELOPMENT	snai1b;gata4
GO_REGULATION_OF_PROTEIN_TARGETING	siah2l;mff
GO_POSITIVE_REGULATION_OF_MUSCLE_TISSUE_DEVELOPMENT	creb1b
GO_NEGATIVE_REGULATION_OF_CELLULAR_RESPONSE_TO_TRANSFORMING_GROWTH_FACTOR_BETA_STIMULUS	uba52
GO_ALPHA_GLUCOSIDASE_ACTIVITY	CABZ01079192.1
GO_POSITIVE_REGULATION_OF_MYOTUBE_DIFFERENTIATION	nfatc2a
GO_SPHINGOLIPID_BIOSYNTHETIC_PROCESS	sptssa
GO_NEURON_DEVELOPMENT	creb1b;ifrd1;enah;prkcq;mt2;mecp2;gas7a;chn1;itm2cb;nme2b.1;cbfa2t2;neurod1;cnr1;sema6d;tbx6;nexn;pmp22b
GO_PROTEIN_DIMERIZATION_ACTIVITY	nr4a1;h2afx;smc1a;srm;ppp2r1bb;hist2h2l;rbp4;rpl7;banf1;smc1al;pvalb7;gbp1;usf3;mef2d;pole4;daxx;zgc:56064;stat5a;mff;npas4a;tpi1b;neurod1;adh5;trmt112;calcoco2;xpa;rps19;zgc:114046;slc22a6l;tfr1a;mttp
GO_BETA_TUBULIN_BINDING	cct5
GO_RESPONSE_TO_INTERLEUKIN_7	stat5a
GO_REGULATION_OF_GLIAL_CELL_PROLIFERATION	creb1b
GO_RESPONSE_TO_LIGHT_STIMULUS	creb1b;rdh12;mecp2;per1a;xpa;si:dkey-54n8.2
GO_SNARE_BINDING	cplx2;tmed10
GO_HISTONE_DEACETYLATION	per1a
GO_REGULATION_OF_TRANSCRIPTION_INITIATION_FROM_RNA_POLYMERASE_II_PROMOTER	creb1b;atf7ip
GO_NEURON_DIFFERENTIATION	creb1b;ifrd1;kdm4aa;enah;prkcq;mt2;mecp2;gas7a;chn1;itm2cb;nme2b.1;cbfa2t2;neurod1;cnr1;sema6d;tbx6;nexn;pmp22b
GO_GOLGI_APPARATUS	adam19b;creg2;gbp1;rpgrb;dynlt1;tmed10;golim4a;itm2cb;gpc4;TXN;mttp;cd59;txn;fstl3;CABZ01079192.1;lipg;unc50;rab36
GO_REGULATION_OF_BICELLULAR_TIGHT_JUNCTION_ASSEMBLY	snai1b
GO_CARDIAC_MUSCLE_CONTRACTION	tnnt1;gata4
